0.294524  -1.47262
0.490874  -1.47262
0.687223  -1.47262
0.883573  -1.47262
1.07992  -1.47262
1.27627  -1.47262
1.47262  -1.47262
1.66897  -1.47262
1.86532  -1.47262
2.06167  -1.47262
2.25802  -1.47262
2.45437  -1.47262
2.65072  -1.47262
2.84707  -1.47262
3.04342  -1.47262
-3.04342  -1.27627
-2.84707  -1.27627
-2.65072  -1.27627
-2.45437  -1.27627
-2.25802  -1.27627
-2.06167  -1.27627
-1.86532  -1.27627
-1.66897  -1.27627
-1.47262  -1.27627
-1.27627  -1.27627
-1.07992  -1.27627
-0.883573  -1.27627
-0.687223  -1.27627
-0.490874  -1.27627
-0.294524  -1.27627
-0.0981748  -1.27627
0.0981748  -1.27627
0.294524  -1.27627
0.490874  -1.27627
0.687223  -1.27627
0.883573  -1.27627
1.07992  -1.27627
1.27627  -1.27627
1.47262  -1.27627
1.66897  -1.27627
1.86532  -1.27627
2.06167  -1.27627
2.25802  -1.27627
2.45437  -1.27627
2.65072  -1.27627
2.84707  -1.27627
3.04342  -1.27627
-3.04342  -1.07992
-2.84707  -1.07992
-2.65072  -1.07992
-2.45437  -1.07992
-2.25802  -1.07992
-2.06167  -1.07992
-1.86532  -1.07992
-1.66897  -1.07992
-1.47262  -1.07992
-1.27627  -1.07992
-1.07992  -1.07992
-0.883573  -1.07992
-0.687223  -1.07992
-0.490874  -1.07992
-0.294524  -1.07992
-0.0981748  -1.07992
0.0981748  -1.07992
0.294524  -1.07992
0.490874  -1.07992
0.687223  -1.07992
0.883573  -1.07992
1.07992  -1.07992
1.27627  -1.07992
1.47262  -1.07992
1.66897  -1.07992
1.86532  -1.07992
2.06167  -1.07992
2.25802  -1.07992
2.45437  -1.07992
2.65072  -1.07992
2.84707  -1.07992
3.04342  -1.07992
-3.04342  -0.883573
-2.84707  -0.883573
-2.65072  -0.883573
-2.45437  -0.883573
-2.25802  -0.883573
-2.06167  -0.883573
-1.86532  -0.883573
-1.66897  -0.883573
-1.47262  -0.883573
-1.27627  -0.883573
-1.07992  -0.883573
-0.883573  -0.883573
-0.687223  -0.883573
-0.490874  -0.883573
-0.294524  -0.883573
-0.0981748  -0.883573
0.0981748  -0.883573
0.294524  -0.883573
0.490874  -0.883573
0.687223  -0.883573
0.883573  -0.883573
1.07992  -0.883573
1.27627  -0.883573
1.47262  -0.883573
1.66897  -0.883573
1.86532  -0.883573
2.06167  -0.883573
2.25802  -0.883573
2.45437  -0.883573
2.65072  -0.883573
2.84707  -0.883573
3.04342  -0.883573
-3.04342  -0.687223
-2.84707  -0.687223
-2.65072  -0.687223
-2.45437  -0.687223
-2.25802  -0.687223
-2.06167  -0.687223
-1.86532  -0.687223
-1.66897  -0.687223
-1.47262  -0.687223
-1.27627  -0.687223
-1.07992  -0.687223
-0.883573  -0.687223
-0.687223  -0.687223
-0.490874  -0.687223
-0.294524  -0.687223
-0.0981748  -0.687223
0.0981748  -0.687223
0.294524  -0.687223
0.490874  -0.687223
0.687223  -0.687223
0.883573  -0.687223
1.07992  -0.687223
1.27627  -0.687223
1.47262  -0.687223
1.66897  -0.687223
1.86532  -0.687223
2.06167  -0.687223
2.25802  -0.687223
2.45437  -0.687223
2.65072  -0.687223
2.84707  -0.687223
3.04342  -0.687223
-3.04342  -0.490874
-2.84707  -0.490874
-2.65072  -0.490874
-2.45437  -0.490874
-2.25802  -0.490874
-2.06167  -0.490874
-1.86532  -0.490874
-1.66897  -0.490874
-1.47262  -0.490874
-1.27627  -0.490874
-1.07992  -0.490874
-0.883573  -0.490874
-0.687223  -0.490874
-0.490874  -0.490874
-0.294524  -0.490874
-0.0981748  -0.490874
0.0981748  -0.490874
0.294524  -0.490874
0.490874  -0.490874
0.687223  -0.490874
0.883573  -0.490874
1.07992  -0.490874
1.27627  -0.490874
1.47262  -0.490874
1.66897  -0.490874
1.86532  -0.490874
2.06167  -0.490874
2.25802  -0.490874
2.45437  -0.490874
2.65072  -0.490874
2.84707  -0.490874
3.04342  -0.490874
-3.04342  -0.294524
-2.84707  -0.294524
-2.65072  -0.294524
-2.45437  -0.294524
-2.25802  -0.294524
-2.06167  -0.294524
-1.86532  -0.294524
-1.66897  -0.294524
-1.47262  -0.294524
-1.27627  -0.294524
-1.07992  -0.294524
-0.883573  -0.294524
-0.687223  -0.294524
-0.490874  -0.294524
-0.294524  -0.294524
-0.0981748  -0.294524
0.0981748  -0.294524
0.294524  -0.294524
0.490874  -0.294524
0.687223  -0.294524
0.883573  -0.294524
1.07992  -0.294524
1.27627  -0.294524
1.47262  -0.294524
1.66897  -0.294524
1.86532  -0.294524
2.06167  -0.294524
2.25802  -0.294524
2.45437  -0.294524
2.65072  -0.294524
2.84707  -0.294524
3.04342  -0.294524
-3.04342  -0.0981748
-2.84707  -0.0981748
-2.65072  -0.0981748
-2.45437  -0.0981748
-2.25802  -0.0981748
-2.06167  -0.0981748
-1.86532  -0.0981748
-1.66897  -0.0981748
-1.47262  -0.0981748
-1.27627  -0.0981748
-1.07992  -0.0981748
-0.883573  -0.0981748
-0.687223  -0.0981748
-0.490874  -0.0981748
-0.294524  -0.0981748
-0.0981748  -0.0981748
0.0981748  -0.0981748
0.294524  -0.0981748
0.490874  -0.0981748
0.687223  -0.0981748
0.883573  -0.0981748
1.07992  -0.0981748
1.27627  -0.0981748
1.47262  -0.0981748
1.66897  -0.0981748
1.86532  -0.0981748
2.06167  -0.0981748
2.25802  -0.0981748
2.45437  -0.0981748
2.65072  -0.0981748
2.84707  -0.0981748
3.04342  -0.0981748
-3.04342  0.0981748
-2.84707  0.0981748
-2.65072  0.0981748
-2.45437  0.0981748
-2.25802  0.0981748
-2.06167  0.0981748
-1.86532  0.0981748
-1.66897  0.0981748
-1.47262  0.0981748
-1.27627  0.0981748
-1.07992  0.0981748
-0.883573  0.0981748
-0.687223  0.0981748
-0.490874  0.0981748
-0.294524  0.0981748
-0.0981748  0.0981748
0.0981748  0.0981748
0.294524  0.0981748
0.490874  0.0981748
0.687223  0.0981748
0.883573  0.0981748
1.07992  0.0981748
1.27627  0.0981748
1.47262  0.0981748
1.66897  0.0981748
1.86532  0.0981748
2.06167  0.0981748
2.25802  0.0981748
2.45437  0.0981748
2.65072  0.0981748
2.84707  0.0981748
3.04342  0.0981748
-3.04342  0.294524
-2.84707  0.294524
-2.65072  0.294524
-2.45437  0.294524
-2.25802  0.294524
-2.06167  0.294524
-1.86532  0.294524
-1.66897  0.294524
-1.47262  0.294524
-1.27627  0.294524
-1.07992  0.294524
-0.883573  0.294524
-0.687223  0.294524
-0.490874  0.294524
-0.294524  0.294524
-0.0981748  0.294524
0.0981748  0.294524
0.294524  0.294524
0.490874  0.294524
0.687223  0.294524
0.883573  0.294524
1.07992  0.294524
1.27627  0.294524
1.47262  0.294524
1.66897  0.294524
1.86532  0.294524
2.06167  0.294524
2.25802  0.294524
2.45437  0.294524
2.65072  0.294524
2.84707  0.294524
3.04342  0.294524
-3.04342  0.490874
-2.84707  0.490874
-2.65072  0.490874
-2.45437  0.490874
-2.25802  0.490874
-2.06167  0.490874
-1.86532  0.490874
-1.66897  0.490874
-1.47262  0.490874
-1.27627  0.490874
-1.07992  0.490874
-0.883573  0.490874
-0.687223  0.490874
-0.490874  0.490874
-0.294524  0.490874
-0.0981748  0.490874
0.0981748  0.490874
0.294524  0.490874
0.490874  0.490874
0.687223  0.490874
0.883573  0.490874
1.07992  0.490874
1.27627  0.490874
1.47262  0.490874
1.66897  0.490874
1.86532  0.490874
2.06167  0.490874
2.25802  0.490874
2.45437  0.490874
2.65072  0.490874
2.84707  0.490874
3.04342  0.490874
-3.04342  0.687223
-2.84707  0.687223
-2.65072  0.687223
-2.45437  0.687223
-2.25802  0.687223
-2.06167  0.687223
-1.86532  0.687223
-1.66897  0.687223
-1.47262  0.687223
-1.27627  0.687223
-1.07992  0.687223
-0.883573  0.687223
-0.687223  0.687223
-0.490874  0.687223
-0.294524  0.687223
-0.0981748  0.687223
0.0981748  0.687223
0.294524  0.687223
0.490874  0.687223
0.687223  0.687223
0.883573  0.687223
1.07992  0.687223
1.27627  0.687223
1.47262  0.687223
1.66897  0.687223
1.86532  0.687223
2.06167  0.687223
2.25802  0.687223
2.45437  0.687223
2.65072  0.687223
2.84707  0.687223
3.04342  0.687223
-3.04342  0.883573
-2.84707  0.883573
-2.65072  0.883573
-2.45437  0.883573
-2.25802  0.883573
-2.06167  0.883573
-1.86532  0.883573
-1.66897  0.883573
-1.47262  0.883573
-1.27627  0.883573
-1.07992  0.883573
-0.883573  0.883573
-0.687223  0.883573
-0.490874  0.883573
-0.294524  0.883573
-0.0981748  0.883573
0.0981748  0.883573
0.294524  0.883573
0.490874  0.883573
0.687223  0.883573
0.883573  0.883573
1.07992  0.883573
1.27627  0.883573
1.47262  0.883573
1.66897  0.883573
1.86532  0.883573
2.06167  0.883573
2.25802  0.883573
2.45437  0.883573
2.65072  0.883573
2.84707  0.883573
3.04342  0.883573
-3.04342  1.07992
-2.84707  1.07992
-2.65072  1.07992
-2.45437  1.07992
-2.25802  1.07992
-2.06167  1.07992
-1.86532  1.07992
-1.66897  1.07992
-1.47262  1.07992
-1.27627  1.07992
-1.07992  1.07992
-0.883573  1.07992
-0.687223  1.07992
-0.490874  1.07992
-0.294524  1.07992
-0.0981748  1.07992
0.0981748  1.07992
0.294524  1.07992
0.490874  1.07992
0.687223  1.07992
0.883573  1.07992
1.07992  1.07992
1.27627  1.07992
1.47262  1.07992
1.66897  1.07992
1.86532  1.07992
2.06167  1.07992
2.25802  1.07992
2.45437  1.07992
2.65072  1.07992
2.84707  1.07992
3.04342  1.07992
-3.04342  1.27627
-2.84707  1.27627
-2.65072  1.27627
-2.45437  1.27627
-2.25802  1.27627
-2.06167  1.27627
-1.86532  1.27627
-1.66897  1.27627
-1.47262  1.27627
-1.27627  1.27627
-1.07992  1.27627
-0.883573  1.27627
-0.687223  1.27627
-0.490874  1.27627
-0.294524  1.27627
-0.0981748  1.27627
0.0981748  1.27627
0.294524  1.27627
0.490874  1.27627
0.687223  1.27627
0.883573  1.27627
1.07992  1.27627
1.27627  1.27627
1.47262  1.27627
1.66897  1.27627
1.86532  1.27627
2.06167  1.27627
2.25802  1.27627
2.45437  1.27627
2.65072  1.27627
2.84707  1.27627
3.04342  1.27627
-3.04342  1.47262
-2.84707  1.47262
-2.65072  1.47262
-2.45437  1.47262
-2.25802  1.47262
-2.06167  1.47262
-1.86532  1.47262
-1.66897  1.47262
-1.47262  1.47262
-1.27627  1.47262
-1.07992  1.47262
-0.883573  1.47262
-0.687223  1.47262
-0.490874  1.47262
-0.294524  1.47262
-0.0981748  1.47262
0.0981748  1.47262
0.294524  1.47262
0.490874  1.47262
0.687223  1.47262
0.883573  1.47262
1.07992  1.47262
1.27627  1.47262
1.47262  1.47262
1.66897  1.47262
1.86532  1.47262
2.06167  1.47262
2.25802  1.47262
2.45437  1.47262
2.65072  1.47262
2.84707  1.47262
3.04342  1.47262
-3.04342  1.66897
-2.84707  1.66897
-2.65072  1.66897
-2.45437  1.66897
-2.25802  1.66897
-2.06167  1.66897
-1.86532  1.66897
-1.66897  1.66897
-1.47262  1.66897
-1.27627  1.66897
-1.07992  1.66897
-0.883573  1.66897
-0.687223  1.66897
-0.490874  1.66897
-0.294524  1.66897
-0.0981748  1.66897
0.0981748  1.66897
0.294524  1.66897
0.490874  1.66897
0.687223  1.66897
0.883573  1.66897
1.07992  1.66897
1.27627  1.66897
1.47262  1.66897
1.66897  1.66897
1.86532  1.66897
2.06167  1.66897
2.25802  1.66897
2.45437  1.66897
2.65072  1.66897
2.84707  1.66897
3.04342  1.66897
-3.04342  1.86532
-2.84707  1.86532
-2.65072  1.86532
-2.45437  1.86532
-2.25802  1.86532
-2.06167  1.86532
-1.86532  1.86532
-1.66897  1.86532
-1.47262  1.86532
-1.27627  1.86532
-1.07992  1.86532
-0.883573  1.86532
-0.687223  1.86532
-0.490874  1.86532
-0.294524  1.86532
-0.0981748  1.86532
0.0981748  1.86532
0.294524  1.86532
0.490874  1.86532
0.687223  1.86532
0.883573  1.86532
1.07992  1.86532
1.27627  1.86532
1.47262  1.86532
1.66897  1.86532
1.86532  1.86532
2.06167  1.86532
2.25802  1.86532
2.45437  1.86532
2.65072  1.86532
2.84707  1.86532
3.04342  1.86532
-3.04342  2.06167
-2.84707  2.06167
-2.65072  2.06167
-2.45437  2.06167
-2.25802  2.06167
-2.06167  2.06167
-1.86532  2.06167
-1.66897  2.06167
-1.47262  2.06167
-1.27627  2.06167
-1.07992  2.06167
-0.883573  2.06167
-0.687223  2.06167
-0.490874  2.06167
-0.294524  2.06167
-0.0981748  2.06167
0.0981748  2.06167
0.294524  2.06167
0.490874  2.06167
0.687223  2.06167
0.883573  2.06167
1.07992  2.06167
1.27627  2.06167
1.47262  2.06167
1.66897  2.06167
1.86532  2.06167
2.06167  2.06167
2.25802  2.06167
2.45437  2.06167
2.65072  2.06167
2.84707  2.06167
3.04342  2.06167
-3.04342  2.25802
-2.84707  2.25802
-2.65072  2.25802
-2.45437  2.25802
-2.25802  2.25802
-2.06167  2.25802
-1.86532  2.25802
-1.66897  2.25802
-1.47262  2.25802
-1.27627  2.25802
-1.07992  2.25802
-0.883573  2.25802
-0.687223  2.25802
-0.490874  2.25802
-0.294524  2.25802
-0.0981748  2.25802
0.0981748  2.25802
0.294524  2.25802
0.490874  2.25802
0.687223  2.25802
0.883573  2.25802
1.07992  2.25802
1.27627  2.25802
1.47262  2.25802
1.66897  2.25802
1.86532  2.25802
2.06167  2.25802
2.25802  2.25802
2.45437  2.25802
2.65072  2.25802
2.84707  2.25802
3.04342  2.25802
-3.04342  2.45437
-2.84707  2.45437
-2.65072  2.45437
-2.45437  2.45437
-2.25802  2.45437
-2.06167  2.45437
-1.86532  2.45437
-1.66897  2.45437
-1.47262  2.45437
-1.27627  2.45437
-1.07992  2.45437
-0.883573  2.45437
-0.687223  2.45437
-0.490874  2.45437
-0.294524  2.45437
-0.0981748  2.45437
0.0981748  2.45437
0.294524  2.45437
0.490874  2.45437
0.687223  2.45437
0.883573  2.45437
1.07992  2.45437
1.27627  2.45437
1.47262  2.45437
1.66897  2.45437
1.86532  2.45437
2.06167  2.45437
2.25802  2.45437
2.45437  2.45437
2.65072  2.45437
2.84707  2.45437
3.04342  2.45437
-3.04342  2.65072
-2.84707  2.65072
-2.65072  2.65072
-2.45437  2.65072
-2.25802  2.65072
-2.06167  2.65072
-1.86532  2.65072
-1.66897  2.65072
-1.47262  2.65072
-1.27627  2.65072
-1.07992  2.65072
-0.883573  2.65072
-0.687223  2.65072
-0.490874  2.65072
-0.294524  2.65072
-0.0981748  2.65072
0.0981748  2.65072
0.294524  2.65072
0.490874  2.65072
0.687223  2.65072
0.883573  2.65072
1.07992  2.65072
1.27627  2.65072
1.47262  2.65072
1.66897  2.65072
1.86532  2.65072
2.06167  2.65072
2.25802  2.65072
2.45437  2.65072
2.65072  2.65072
2.84707  2.65072
3.04342  2.65072
-3.04342  2.84707
-2.84707  2.84707
-2.65072  2.84707
-2.45437  2.84707
-2.25802  2.84707
-2.06167  2.84707
-1.86532  2.84707
-1.66897  2.84707
-1.47262  2.84707
-1.27627  2.84707
-1.07992  2.84707
-0.883573  2.84707
-0.687223  2.84707
-0.490874  2.84707
-0.294524  2.84707
-0.0981748  2.84707
0.0981748  2.84707
0.294524  2.84707
0.490874  2.84707
0.687223  2.84707
0.883573  2.84707
1.07992  2.84707
1.27627  2.84707
1.47262  2.84707
1.66897  2.84707
1.86532  2.84707
2.06167  2.84707
2.25802  2.84707
2.45437  2.84707
2.65072  2.84707
2.84707  2.84707
3.04342  2.84707
-3.04342  3.04342
-2.84707  3.04342
-2.65072  3.04342
-2.45437  3.04342
-2.25802  3.04342
-2.06167  3.04342
-1.86532  3.04342
-1.66897  3.04342
-1.47262  3.04342
-1.27627  3.04342
-1.07992  3.04342
-0.883573  3.04342
-0.687223  3.04342
-0.490874  3.04342
-0.294524  3.04342
-0.0981748  3.04342
0.0981748  3.04342
0.294524  3.04342
0.490874  3.04342
0.687223  3.04342
0.883573  3.04342
1.07992  3.04342
1.27627  3.04342
1.47262  3.04342
1.66897  3.04342
1.86532  3.04342
2.06167  3.04342
2.25802  3.04342
2.45437  3.04342
2.65072  3.04342
2.84707  3.04342
3.04342  3.04342
